Reference	DOI Reference	Paper title	Journal name	Volume	Issue	Page start	Page end	Year published	Crop	Scientific name	CO2 Projected (future scenario)	CO2 at mid baseline at Manua Loa	∆Temp	∆PPT (%)	Yield change (%)	Range of pred. change (%)	START Range	END Range	Adaptation	"E. scenario (SRES, RCP)"	# GCM(s) used	GCM(s)	# Impact model used	"Impact model (CERES, EPIC)"	"Baseline (e.g., 1980-2000)"	START Baseline	END Baseline	"Projection (e.g., 2030-2050)"	START Projection	END Projection	Geog. Scope	Region	Country-ISO2	State	City	Latitude	Logitude	"Spatial scale (regional, national, local)"	Comments (e.g. Key assumptions)	Added by
Alexandrov et al.	10.1046/j.1354-1013.2002.00484.x	Potential impact of climate change on selected agricultural crops in north-eastern Austria	Global Change Biology	8	N/A	372	389	2002	Soybean	Glycine max	N/A	333.4		10	19				No	N/A	0	0	1	CROPGRO	1961-1990	1961	1990	N/A	N/A	N/A	Lower Austria	Lower Austria	Austria	Lower Austria	Poysdorf	48.66666667	16.6	L	conditions: soil_type=l; Soil_water_storage=310incremental scenario	CS
Alexandrov et al.	10.1046/j.1354-1013.2002.00484.x	Potential impact of climate change on selected agricultural crops in north-eastern Austria	Global Change Biology	8	N/A	372	389	2002	Soybean	Glycine max	N/A	333.4		10	23				No	N/A	0	0	1	CROPGRO	1961-1990	1961	1990	N/A	N/A	N/A	Lower Austria	Lower Austria	Austria	Lower Austria	Poysdorf	48.66666667	16.6	L	conditions: soil_type=m; Soil_water_storage=318incremental scenario	CS
Alexandrov et al.	10.1046/j.1354-1013.2002.00484.x	Potential impact of climate change on selected agricultural crops in north-eastern Austria	Global Change Biology	8	N/A	372	389	2002	Soybean	Glycine max	N/A	333.4		10	20				No	N/A	0	0	1	CROPGRO	1961-1990	1961	1990	N/A	N/A	N/A	Lower Austria	Lower Austria	Austria	Lower Austria	Poysdorf	48.66666667	16.6	L	conditions: soil_type=hm; Soil_water_storage=254incremental scenario	CS
Alexandrov et al.	10.1046/j.1354-1013.2002.00484.x	Potential impact of climate change on selected agricultural crops in north-eastern Austria	Global Change Biology	8	N/A	372	389	2002	Soybean	Glycine max	N/A	333.4		10	10				No	N/A	0	0	1	CROPGRO	1961-1990	1961	1990	N/A	N/A	N/A	Lower Austria	Lower Austria	Austria	Lower Austria	Hohenau	48.6	16.9	L	conditions: soil_type=l; Soil_water_storage=310incremental scenario	CS
Alexandrov et al.	10.1046/j.1354-1013.2002.00484.x	Potential impact of climate change on selected agricultural crops in north-eastern Austria	Global Change Biology	8	N/A	372	389	2002	Soybean	Glycine max	N/A	333.4		10	8				No	N/A	0	0	1	CROPGRO	1961-1990	1961	1990	N/A	N/A	N/A	Lower Austria	Lower Austria	Austria	Lower Austria	Hohenau	48.6	16.9	L	conditions: soil_type=m; Soil_water_storage=318incremental scenario	CS
Alexandrov et al.	10.1046/j.1354-1013.2002.00484.x	Potential impact of climate change on selected agricultural crops in north-eastern Austria	Global Change Biology	8	N/A	372	389	2002	Soybean	Glycine max	N/A	333.4		10	14				No	N/A	0	0	1	CROPGRO	1961-1990	1961	1990	N/A	N/A	N/A	Lower Austria	Lower Austria	Austria	Lower Austria	Hohenau	48.6	16.9	L	conditions: soil_type=hm; Soil_water_storage=254incremental scenario	CS
Alexandrov et al.	10.1046/j.1354-1013.2002.00484.x	Potential impact of climate change on selected agricultural crops in north-eastern Austria	Global Change Biology	8	N/A	372	389	2002	Soybean	Glycine max	N/A	333.4		10	15				No	N/A	0	0	1	CROPGRO	1961-1990	1961	1990	N/A	N/A	N/A	Lower Austria	Lower Austria	Austria	Lower Austria	Hohenau	48.6	16.9	L	conditions: soil_type=l; Soil_water_storage=310incremental scenario	CS
Alexandrov et al.	10.1046/j.1354-1013.2002.00484.x	Potential impact of climate change on selected agricultural crops in north-eastern Austria	Global Change Biology	8	N/A	372	389	2002	Soybean	Glycine max	N/A	333.4		10	15				No	N/A	0	0	1	CROPGRO	1961-1990	1961	1990	N/A	N/A	N/A	Lower Austria	Lower Austria	Austria	Lower Austria	Hohenau	48.6	16.9	L	conditions: soil_type=m; Soil_water_storage=318incremental scenario	CS
Alexandrov et al.	10.1046/j.1354-1013.2002.00484.x	Potential impact of climate change on selected agricultural crops in north-eastern Austria	Global Change Biology	8	N/A	372	389	2002	Soybean	Glycine max	N/A	333.4		10	15				No	N/A	0	0	1	CROPGRO	1961-1990	1961	1990	N/A	N/A	N/A	Lower Austria	Lower Austria	Austria	Lower Austria	Hohenau	48.6	16.9	L	conditions: soil_type=hm; Soil_water_storage=254incremental scenario	CS
Alexandrov et al.	10.1046/j.1354-1013.2002.00484.x	Potential impact of climate change on selected agricultural crops in north-eastern Austria	Global Change Biology	8	N/A	372	389	2002	Soybean	Glycine max	N/A	333.4		10	18				No	N/A	0	0	1	CROPGRO	1961-1990	1961	1990	N/A	N/A	N/A	Lower Austria	Lower Austria	Austria	Lower Austria	Hohenau	48.6	16.9	L	conditions: soil_type=l; Soil_water_storage=310incremental scenario	CS
Alexandrov et al.	10.1046/j.1354-1013.2002.00484.x	Potential impact of climate change on selected agricultural crops in north-eastern Austria	Global Change Biology	8	N/A	372	389	2002	Soybean	Glycine max	N/A	333.4		10	18				No	N/A	0	0	1	CROPGRO	1961-1990	1961	1990	N/A	N/A	N/A	Lower Austria	Lower Austria	Austria	Lower Austria	Hohenau	48.6	16.9	L	conditions: soil_type=m; Soil_water_storage=318incremental scenario	CS
Alexandrov et al.	10.1046/j.1354-1013.2002.00484.x	Potential impact of climate change on selected agricultural crops in north-eastern Austria	Global Change Biology	8	N/A	372	389	2002	Soybean	Glycine max	N/A	333.4		10	16				No	N/A	0	0	1	CROPGRO	1961-1990	1961	1990	N/A	N/A	N/A	Lower Austria	Lower Austria	Austria	Lower Austria	Hohenau	48.6	16.9	L	conditions: soil_type=hm; Soil_water_storage=254incremental scenario	CS
Alexandrov et al.	10.1046/j.1354-1013.2002.00484.x	Potential impact of climate change on selected agricultural crops in north-eastern Austria	Global Change Biology	8	N/A	372	389	2002	Soybean	Glycine max	N/A	333.4		10	20				No	N/A	0	0	1	CROPGRO	1961-1990	1961	1990	N/A	N/A	N/A	Lower Austria	Lower Austria	Austria	Lower Austria	Hohenau	48.6	16.9	L	conditions: soil_type=l; Soil_water_storage=310incremental scenario	CS
Alexandrov et al.	10.1046/j.1354-1013.2002.00484.x	Potential impact of climate change on selected agricultural crops in north-eastern Austria	Global Change Biology	8	N/A	372	389	2002	Soybean	Glycine max	N/A	333.4		10	21				No	N/A	0	0	1	CROPGRO	1961-1990	1961	1990	N/A	N/A	N/A	Lower Austria	Lower Austria	Austria	Lower Austria	Hohenau	48.6	16.9	L	conditions: soil_type=m; Soil_water_storage=318incremental scenario	CS
Alexandrov et al.	10.1046/j.1354-1013.2002.00484.x	Potential impact of climate change on selected agricultural crops in north-eastern Austria	Global Change Biology	8	N/A	372	389	2002	Soybean	Glycine max	N/A	333.4		10	16				No	N/A	0	0	1	CROPGRO	1961-1990	1961	1990	N/A	N/A	N/A	Lower Austria	Lower Austria	Austria	Lower Austria	Hohenau	48.6	16.9	L	conditions: soil_type=hm; Soil_water_storage=254incremental scenario	CS
Alexandrov et al.	10.1046/j.1354-1013.2002.00484.x	Potential impact of climate change on selected agricultural crops in north-eastern Austria	Global Change Biology	8	N/A	372	389	2002	Soybean	Glycine max	N/A	333.4		10	8				No	N/A	0	0	1	CROPGRO	1961-1990	1961	1990	N/A	N/A	N/A	Lower Austria	Lower Austria	Austria	Lower Austria	Laa/Thaya	48.71666667	16.38333333	L	conditions: soil_type=mh; Soil_water_storage=337incremental scenario	CS
Alexandrov et al.	10.1046/j.1354-1013.2002.00484.x	Potential impact of climate change on selected agricultural crops in north-eastern Austria	Global Change Biology	8	N/A	372	389	2002	Soybean	Glycine max	N/A	333.4		10	14				No	N/A	0	0	1	CROPGRO	1961-1990	1961	1990	N/A	N/A	N/A	Lower Austria	Lower Austria	Austria	Lower Austria	Laa/Thaya	48.71666667	16.38333333	L	conditions: soil_type=mh; Soil_water_storage=120incremental scenario	CS
Alexandrov et al.	10.1046/j.1354-1013.2002.00484.x	Potential impact of climate change on selected agricultural crops in north-eastern Austria	Global Change Biology	8	N/A	372	389	2002	Soybean	Glycine max	N/A	333.4		10	7				No	N/A	0	0	1	CROPGRO	1961-1990	1961	1990	N/A	N/A	N/A	Lower Austria	Lower Austria	Austria	Lower Austria	Laa/Thaya	48.71666667	16.38333333	L	conditions: soil_type=m; Soil_water_storage=332incremental scenario	CS
Alexandrov et al.	10.1046/j.1354-1013.2002.00484.x	Potential impact of climate change on selected agricultural crops in north-eastern Austria	Global Change Biology	8	N/A	372	389	2002	Soybean	Glycine max	N/A	333.4		10	13				No	N/A	0	0	1	CROPGRO	1961-1990	1961	1990	N/A	N/A	N/A	Lower Austria	Lower Austria	Austria	Lower Austria	Laa/Thaya	48.71666667	16.38333333	L	conditions: soil_type=mh; Soil_water_storage=337incremental scenario	CS
Alexandrov et al.	10.1046/j.1354-1013.2002.00484.x	Potential impact of climate change on selected agricultural crops in north-eastern Austria	Global Change Biology	8	N/A	372	389	2002	Soybean	Glycine max	N/A	333.4		10	16				No	N/A	0	0	1	CROPGRO	1961-1990	1961	1990	N/A	N/A	N/A	Lower Austria	Lower Austria	Austria	Lower Austria	Laa/Thaya	48.71666667	16.38333333	L	conditions: soil_type=mh; Soil_water_storage=120incremental scenario	CS
Alexandrov et al.	10.1046/j.1354-1013.2002.00484.x	Potential impact of climate change on selected agricultural crops in north-eastern Austria	Global Change Biology	8	N/A	372	389	2002	Soybean	Glycine max	N/A	333.4		10	13				No	N/A	0	0	1	CROPGRO	1961-1990	1961	1990	N/A	N/A	N/A	Lower Austria	Lower Austria	Austria	Lower Austria	Laa/Thaya	48.71666667	16.38333333	L	conditions: soil_type=m; Soil_water_storage=332incremental scenario	CS
Alexandrov et al.	10.1046/j.1354-1013.2002.00484.x	Potential impact of climate change on selected agricultural crops in north-eastern Austria	Global Change Biology	8	N/A	372	389	2002	Soybean	Glycine max	N/A	333.4		10	17				No	N/A	0	0	1	CROPGRO	1961-1990	1961	1990	N/A	N/A	N/A	Lower Austria	Lower Austria	Austria	Lower Austria	Laa/Thaya	48.71666667	16.38333333	L	conditions: soil_type=mh; Soil_water_storage=337incremental scenario	CS
Alexandrov et al.	10.1046/j.1354-1013.2002.00484.x	Potential impact of climate change on selected agricultural crops in north-eastern Austria	Global Change Biology	8	N/A	372	389	2002	Soybean	Glycine max	N/A	333.4		10	15				No	N/A	0	0	1	CROPGRO	1961-1990	1961	1990	N/A	N/A	N/A	Lower Austria	Lower Austria	Austria	Lower Austria	Laa/Thaya	48.71666667	16.38333333	L	conditions: soil_type=mh; Soil_water_storage=120incremental scenario	CS
Alexandrov et al.	10.1046/j.1354-1013.2002.00484.x	Potential impact of climate change on selected agricultural crops in north-eastern Austria	Global Change Biology	8	N/A	372	389	2002	Soybean	Glycine max	N/A	333.4		10	16				No	N/A	0	0	1	CROPGRO	1961-1990	1961	1990	N/A	N/A	N/A	Lower Austria	Lower Austria	Austria	Lower Austria	Laa/Thaya	48.71666667	16.38333333	L	conditions: soil_type=m; Soil_water_storage=332incremental scenario	CS
Alexandrov et al.	10.1046/j.1354-1013.2002.00484.x	Potential impact of climate change on selected agricultural crops in north-eastern Austria	Global Change Biology	8	N/A	372	389	2002	Soybean	Glycine max	N/A	333.4		10	20				No	N/A	0	0	1	CROPGRO	1961-1990	1961	1990	N/A	N/A	N/A	Lower Austria	Lower Austria	Austria	Lower Austria	Laa/Thaya	48.71666667	16.38333333	L	conditions: soil_type=mh; Soil_water_storage=337incremental scenario	CS
Alexandrov et al.	10.1046/j.1354-1013.2002.00484.x	Potential impact of climate change on selected agricultural crops in north-eastern Austria	Global Change Biology	8	N/A	372	389	2002	Soybean	Glycine max	N/A	333.4		10	14				No	N/A	0	0	1	CROPGRO	1961-1990	1961	1990	N/A	N/A	N/A	Lower Austria	Lower Austria	Austria	Lower Austria	Laa/Thaya	48.71666667	16.38333333	L	conditions: soil_type=mh; Soil_water_storage=120incremental scenario	CS
Alexandrov et al.	10.1046/j.1354-1013.2002.00484.x	Potential impact of climate change on selected agricultural crops in north-eastern Austria	Global Change Biology	8	N/A	372	389	2002	Soybean	Glycine max	N/A	333.4		10	18				No	N/A	0	0	1	CROPGRO	1961-1990	1961	1990	N/A	N/A	N/A	Lower Austria	Lower Austria	Austria	Lower Austria	Laa/Thaya	48.71666667	16.38333333	L	conditions: soil_type=m; Soil_water_storage=332incremental scenario	CS
Alexandrov et al.	10.1046/j.1354-1013.2002.00484.x	Potential impact of climate change on selected agricultural crops in north-eastern Austria	Global Change Biology	8	N/A	372	389	2002	Soybean	Glycine max	N/A	333.4		20	19				No	N/A	0	0	1	CROPGRO	1961-1990	1961	1990	N/A	N/A	N/A	Lower Austria	Lower Austria	Austria	Lower Austria	Grossenzersdorf	48.2	16.55	L	conditions: soil_type=l; Soil_water_storage=240incremental scenario	CS
Alexandrov et al.	10.1046/j.1354-1013.2002.00484.x	Potential impact of climate change on selected agricultural crops in north-eastern Austria	Global Change Biology	8	N/A	372	389	2002	Soybean	Glycine max	N/A	333.4		20	28				No	N/A	0	0	1	CROPGRO	1961-1990	1961	1990	N/A	N/A	N/A	Lower Austria	Lower Austria	Austria	Lower Austria	Grossenzersdorf	48.2	16.55	L	conditions: soil_type=m; Soil_water_storage=258incremental scenario	CS
Alexandrov et al.	10.1046/j.1354-1013.2002.00484.x	Potential impact of climate change on selected agricultural crops in north-eastern Austria	Global Change Biology	8	N/A	372	389	2002	Soybean	Glycine max	N/A	333.4		20	7				No	N/A	0	0	1	CROPGRO	1961-1990	1961	1990	N/A	N/A	N/A	Lower Austria	Lower Austria	Austria	Lower Austria	Grossenzersdorf	48.2	16.55	L	conditions: soil_type=h; Soil_water_storage=4040incremental scenario	CS
Alexandrov et al.	10.1046/j.1354-1013.2002.00484.x	Potential impact of climate change on selected agricultural crops in north-eastern Austria	Global Change Biology	8	N/A	372	389	2002	Soybean	Glycine max	N/A	333.4		20	28				No	N/A	0	0	1	CROPGRO	1961-1990	1961	1990	N/A	N/A	N/A	Lower Austria	Lower Austria	Austria	Lower Austria	Grossenzersdorf	48.2	16.55	L	conditions: soil_type=l*; Soil_water_storage=118incremental scenario	CS
Alexandrov et al.	10.1046/j.1354-1013.2002.00484.x	Potential impact of climate change on selected agricultural crops in north-eastern Austria	Global Change Biology	8	N/A	372	389	2002	Soybean	Glycine max	N/A	333.4		20	11				No	N/A	0	0	1	CROPGRO	1961-1990	1961	1990	N/A	N/A	N/A	Lower Austria	Lower Austria	Austria	Lower Austria	Grossenzersdorf	48.2	16.55	L	conditions: soil_type=m*; Soil_water_storage=416incremental scenario	CS
Alexandrov et al.	10.1046/j.1354-1013.2002.00484.x	Potential impact of climate change on selected agricultural crops in north-eastern Austria	Global Change Biology	8	N/A	372	389	2002	Soybean	Glycine max	N/A	333.4		20	20				No	N/A	0	0	1	CROPGRO	1961-1990	1961	1990	N/A	N/A	N/A	Lower Austria	Lower Austria	Austria	Lower Austria	Grossenzersdorf	48.2	16.55	L	conditions: soil_type=h*; Soil_water_storage=200incremental scenario	CS
Alexandrov et al.	10.1046/j.1354-1013.2002.00484.x	Potential impact of climate change on selected agricultural crops in north-eastern Austria	Global Change Biology	8	N/A	372	389	2002	Soybean	Glycine max	N/A	333.4		20	20				No	N/A	0	0	1	CROPGRO	1961-1990	1961	1990	N/A	N/A	N/A	Lower Austria	Lower Austria	Austria	Lower Austria	Grossenzersdorf	48.2	16.55	L	conditions: soil_type=l; Soil_water_storage=240incremental scenario	CS
Alexandrov et al.	10.1046/j.1354-1013.2002.00484.x	Potential impact of climate change on selected agricultural crops in north-eastern Austria	Global Change Biology	8	N/A	372	389	2002	Soybean	Glycine max	N/A	333.4		20	29				No	N/A	0	0	1	CROPGRO	1961-1990	1961	1990	N/A	N/A	N/A	Lower Austria	Lower Austria	Austria	Lower Austria	Grossenzersdorf	48.2	16.55	L	conditions: soil_type=m; Soil_water_storage=258incremental scenario	CS
Alexandrov et al.	10.1046/j.1354-1013.2002.00484.x	Potential impact of climate change on selected agricultural crops in north-eastern Austria	Global Change Biology	8	N/A	372	389	2002	Soybean	Glycine max	N/A	333.4		20	10				No	N/A	0	0	1	CROPGRO	1961-1990	1961	1990	N/A	N/A	N/A	Lower Austria	Lower Austria	Austria	Lower Austria	Grossenzersdorf	48.2	16.55	L	conditions: soil_type=h; Soil_water_storage=4040incremental scenario	CS
Alexandrov et al.	10.1046/j.1354-1013.2002.00484.x	Potential impact of climate change on selected agricultural crops in north-eastern Austria	Global Change Biology	8	N/A	372	389	2002	Soybean	Glycine max	N/A	333.4		20	27				No	N/A	0	0	1	CROPGRO	1961-1990	1961	1990	N/A	N/A	N/A	Lower Austria	Lower Austria	Austria	Lower Austria	Grossenzersdorf	48.2	16.55	L	conditions: soil_type=l*; Soil_water_storage=118incremental scenario	CS
Alexandrov et al.	10.1046/j.1354-1013.2002.00484.x	Potential impact of climate change on selected agricultural crops in north-eastern Austria	Global Change Biology	8	N/A	372	389	2002	Soybean	Glycine max	N/A	333.4		20	13				No	N/A	0	0	1	CROPGRO	1961-1990	1961	1990	N/A	N/A	N/A	Lower Austria	Lower Austria	Austria	Lower Austria	Grossenzersdorf	48.2	16.55	L	conditions: soil_type=m*; Soil_water_storage=416incremental scenario	CS
Alexandrov et al.	10.1046/j.1354-1013.2002.00484.x	Potential impact of climate change on selected agricultural crops in north-eastern Austria	Global Change Biology	8	N/A	372	389	2002	Soybean	Glycine max	N/A	333.4		20	22				No	N/A	0	0	1	CROPGRO	1961-1990	1961	1990	N/A	N/A	N/A	Lower Austria	Lower Austria	Austria	Lower Austria	Grossenzersdorf	48.2	16.55	L	conditions: soil_type=h*; Soil_water_storage=200incremental scenario	CS
Alexandrov et al.	10.1046/j.1354-1013.2002.00484.x	Potential impact of climate change on selected agricultural crops in north-eastern Austria	Global Change Biology	8	N/A	372	389	2002	Soybean	Glycine max	N/A	333.4		20	21				No	N/A	0	0	1	CROPGRO	1961-1990	1961	1990	N/A	N/A	N/A	Lower Austria	Lower Austria	Austria	Lower Austria	Grossenzersdorf	48.2	16.55	L	conditions: soil_type=l; Soil_water_storage=240incremental scenario	CS
Alexandrov et al.	10.1046/j.1354-1013.2002.00484.x	Potential impact of climate change on selected agricultural crops in north-eastern Austria	Global Change Biology	8	N/A	372	389	2002	Soybean	Glycine max	N/A	333.4		20	30				No	N/A	0	0	1	CROPGRO	1961-1990	1961	1990	N/A	N/A	N/A	Lower Austria	Lower Austria	Austria	Lower Austria	Grossenzersdorf	48.2	16.55	L	conditions: soil_type=m; Soil_water_storage=258incremental scenario	CS
Alexandrov et al.	10.1046/j.1354-1013.2002.00484.x	Potential impact of climate change on selected agricultural crops in north-eastern Austria	Global Change Biology	8	N/A	372	389	2002	Soybean	Glycine max	N/A	333.4		20	12				No	N/A	0	0	1	CROPGRO	1961-1990	1961	1990	N/A	N/A	N/A	Lower Austria	Lower Austria	Austria	Lower Austria	Grossenzersdorf	48.2	16.55	L	conditions: soil_type=h; Soil_water_storage=4040incremental scenario	CS
Alexandrov et al.	10.1046/j.1354-1013.2002.00484.x	Potential impact of climate change on selected agricultural crops in north-eastern Austria	Global Change Biology	8	N/A	372	389	2002	Soybean	Glycine max	N/A	333.4		20	26				No	N/A	0	0	1	CROPGRO	1961-1990	1961	1990	N/A	N/A	N/A	Lower Austria	Lower Austria	Austria	Lower Austria	Grossenzersdorf	48.2	16.55	L	conditions: soil_type=l*; Soil_water_storage=118incremental scenario	CS
Alexandrov et al.	10.1046/j.1354-1013.2002.00484.x	Potential impact of climate change on selected agricultural crops in north-eastern Austria	Global Change Biology	8	N/A	372	389	2002	Soybean	Glycine max	N/A	333.4		20	15				No	N/A	0	0	1	CROPGRO	1961-1990	1961	1990	N/A	N/A	N/A	Lower Austria	Lower Austria	Austria	Lower Austria	Grossenzersdorf	48.2	16.55	L	conditions: soil_type=m*; Soil_water_storage=416incremental scenario	CS
Alexandrov et al.	10.1046/j.1354-1013.2002.00484.x	Potential impact of climate change on selected agricultural crops in north-eastern Austria	Global Change Biology	8	N/A	372	389	2002	Soybean	Glycine max	N/A	333.4		20	20				No	N/A	0	0	1	CROPGRO	1961-1990	1961	1990	N/A	N/A	N/A	Lower Austria	Lower Austria	Austria	Lower Austria	Grossenzersdorf	48.2	16.55	L	conditions: soil_type=h*; Soil_water_storage=200incremental scenario	CS
Alexandrov et al.	10.1046/j.1354-1013.2002.00484.x	Potential impact of climate change on selected agricultural crops in north-eastern Austria	Global Change Biology	8	N/A	372	389	2002	Soybean	Glycine max	N/A	333.4		20	21				No	N/A	0	0	1	CROPGRO	1961-1990	1961	1990	N/A	N/A	N/A	Lower Austria	Lower Austria	Austria	Lower Austria	Grossenzersdorf	48.2	16.55	L	conditions: soil_type=l; Soil_water_storage=240incremental scenario	CS
Alexandrov et al.	10.1046/j.1354-1013.2002.00484.x	Potential impact of climate change on selected agricultural crops in north-eastern Austria	Global Change Biology	8	N/A	372	389	2002	Soybean	Glycine max	N/A	333.4		20	30				No	N/A	0	0	1	CROPGRO	1961-1990	1961	1990	N/A	N/A	N/A	Lower Austria	Lower Austria	Austria	Lower Austria	Grossenzersdorf	48.2	16.55	L	conditions: soil_type=m; Soil_water_storage=258incremental scenario	CS
Alexandrov et al.	10.1046/j.1354-1013.2002.00484.x	Potential impact of climate change on selected agricultural crops in north-eastern Austria	Global Change Biology	8	N/A	372	389	2002	Soybean	Glycine max	N/A	333.4		20	12				No	N/A	0	0	1	CROPGRO	1961-1990	1961	1990	N/A	N/A	N/A	Lower Austria	Lower Austria	Austria	Lower Austria	Grossenzersdorf	48.2	16.55	L	conditions: soil_type=h; Soil_water_storage=4040incremental scenario	CS
Alexandrov et al.	10.1046/j.1354-1013.2002.00484.x	Potential impact of climate change on selected agricultural crops in north-eastern Austria	Global Change Biology	8	N/A	372	389	2002	Soybean	Glycine max	N/A	333.4		20	25				No	N/A	0	0	1	CROPGRO	1961-1990	1961	1990	N/A	N/A	N/A	Lower Austria	Lower Austria	Austria	Lower Austria	Grossenzersdorf	48.2	16.55	L	conditions: soil_type=l*; Soil_water_storage=118incremental scenario	CS
Alexandrov et al.	10.1046/j.1354-1013.2002.00484.x	Potential impact of climate change on selected agricultural crops in north-eastern Austria	Global Change Biology	8	N/A	372	389	2002	Soybean	Glycine max	N/A	333.4		20	16				No	N/A	0	0	1	CROPGRO	1961-1990	1961	1990	N/A	N/A	N/A	Lower Austria	Lower Austria	Austria	Lower Austria	Grossenzersdorf	48.2	16.55	L	conditions: soil_type=m*; Soil_water_storage=416incremental scenario	CS
Alexandrov et al.	10.1046/j.1354-1013.2002.00484.x	Potential impact of climate change on selected agricultural crops in north-eastern Austria	Global Change Biology	8	N/A	372	389	2002	Soybean	Glycine max	N/A	333.4		20	19				No	N/A	0	0	1	CROPGRO	1961-1990	1961	1990	N/A	N/A	N/A	Lower Austria	Lower Austria	Austria	Lower Austria	Grossenzersdorf	48.2	16.55	L	conditions: soil_type=h*; Soil_water_storage=200incremental scenario	CS
Alexandrov et al.	10.1046/j.1354-1013.2002.00484.x	Potential impact of climate change on selected agricultural crops in north-eastern Austria	Global Change Biology	8	N/A	372	389	2002	Soybean	Glycine max	N/A	333.4		20	13				No	N/A	0	0	1	CROPGRO	1961-1990	1961	1990	N/A	N/A	N/A	Lower Austria	Lower Austria	Austria	Lower Austria	langelois	48.46666667	15.68333333	L	conditions: soil_type=m; Soil_water_storage=339incremental scenario	CS
Alexandrov et al.	10.1046/j.1354-1013.2002.00484.x	Potential impact of climate change on selected agricultural crops in north-eastern Austria	Global Change Biology	8	N/A	372	389	2002	Soybean	Glycine max	N/A	333.4		20	15				No	N/A	0	0	1	CROPGRO	1961-1990	1961	1990	N/A	N/A	N/A	Lower Austria	Lower Austria	Austria	Lower Austria	langelois	48.46666667	15.68333333	L	conditions: soil_type=mh; Soil_water_storage=351incremental scenario	CS
Alexandrov et al.	10.1046/j.1354-1013.2002.00484.x	Potential impact of climate change on selected agricultural crops in north-eastern Austria	Global Change Biology	8	N/A	372	389	2002	Soybean	Glycine max	N/A	333.4		20	55				No	N/A	0	0	1	CROPGRO	1961-1990	1961	1990	N/A	N/A	N/A	Lower Austria	Lower Austria	Austria	Lower Austria	langelois	48.46666667	15.68333333	L	conditions: soil_type=l; Soil_water_storage=95incremental scenario	CS
Alexandrov et al.	10.1046/j.1354-1013.2002.00484.x	Potential impact of climate change on selected agricultural crops in north-eastern Austria	Global Change Biology	8	N/A	372	389	2002	Soybean	Glycine max	N/A	333.4		20	13				No	N/A	0	0	1	CROPGRO	1961-1990	1961	1990	N/A	N/A	N/A	Lower Austria	Lower Austria	Austria	Lower Austria	langelois	48.46666667	15.68333333	L	conditions: soil_type=m; Soil_water_storage=308incremental scenario	CS
Alexandrov et al.	10.1046/j.1354-1013.2002.00484.x	Potential impact of climate change on selected agricultural crops in north-eastern Austria	Global Change Biology	8	N/A	372	389	2002	Soybean	Glycine max	N/A	333.4		20	21				No	N/A	0	0	1	CROPGRO	1961-1990	1961	1990	N/A	N/A	N/A	Lower Austria	Lower Austria	Austria	Lower Austria	langelois	48.46666667	15.68333333	L	conditions: soil_type=m; Soil_water_storage=339incremental scenario	CS
Alexandrov et al.	10.1046/j.1354-1013.2002.00484.x	Potential impact of climate change on selected agricultural crops in north-eastern Austria	Global Change Biology	8	N/A	372	389	2002	Soybean	Glycine max	N/A	333.4		20	23				No	N/A	0	0	1	CROPGRO	1961-1990	1961	1990	N/A	N/A	N/A	Lower Austria	Lower Austria	Austria	Lower Austria	langelois	48.46666667	15.68333333	L	conditions: soil_type=mh; Soil_water_storage=351incremental scenario	CS
Alexandrov et al.	10.1046/j.1354-1013.2002.00484.x	Potential impact of climate change on selected agricultural crops in north-eastern Austria	Global Change Biology	8	N/A	372	389	2002	Soybean	Glycine max	N/A	333.4		20	56				No	N/A	0	0	1	CROPGRO	1961-1990	1961	1990	N/A	N/A	N/A	Lower Austria	Lower Austria	Austria	Lower Austria	langelois	48.46666667	15.68333333	L	conditions: soil_type=l; Soil_water_storage=95incremental scenario	CS
Alexandrov et al.	10.1046/j.1354-1013.2002.00484.x	Potential impact of climate change on selected agricultural crops in north-eastern Austria	Global Change Biology	8	N/A	372	389	2002	Soybean	Glycine max	N/A	333.4		20	21				No	N/A	0	0	1	CROPGRO	1961-1990	1961	1990	N/A	N/A	N/A	Lower Austria	Lower Austria	Austria	Lower Austria	langelois	48.46666667	15.68333333	L	conditions: soil_type=m; Soil_water_storage=308incremental scenario	CS
Alexandrov et al.	10.1046/j.1354-1013.2002.00484.x	Potential impact of climate change on selected agricultural crops in north-eastern Austria	Global Change Biology	8	N/A	372	389	2002	Soybean	Glycine max	N/A	333.4		20	26				No	N/A	0	0	1	CROPGRO	1961-1990	1961	1990	N/A	N/A	N/A	Lower Austria	Lower Austria	Austria	Lower Austria	langelois	48.46666667	15.68333333	L	conditions: soil_type=m; Soil_water_storage=339incremental scenario	CS
Alexandrov et al.	10.1046/j.1354-1013.2002.00484.x	Potential impact of climate change on selected agricultural crops in north-eastern Austria	Global Change Biology	8	N/A	372	389	2002	Soybean	Glycine max	N/A	333.4		20	28				No	N/A	0	0	1	CROPGRO	1961-1990	1961	1990	N/A	N/A	N/A	Lower Austria	Lower Austria	Austria	Lower Austria	langelois	48.46666667	15.68333333	L	conditions: soil_type=mh; Soil_water_storage=351incremental scenario	CS
